Player,Team,Position,DRS,FramingRuns Saved,PitchesFramed,StolenBase Runs,PickoffRuns,ThrowingRuns,INF GBRuns,DP RunsStart,DP RunsPivot,IFFBRuns,BuntRuns,OF FlyBallRuns,OF ArmRuns,BlockingRuns
"Cole Cramer","TCU","2B","5.99","0.00","0","0.00","0.00","0.00","5.73","0.33","0.26","-0.34","0.00","0.00","0.00","0.00"
"Lucas Franco","TCU","SS","5.98","0.00","0","0.00","0.00","0.00","4.97","0.59","0.34","0.08","0.00","0.00","0.00","0.00"
"Maddox Riske","USC","SS","5.97","0.00","0","0.00","0.00","0.00","5.45","0.39","0.07","0.06","0.00","0.00","0.00","0.00"
"Noah Murray","Virginia","3B","5.95","0.00","0","0.00","0.00","0.00","5.52","0.34","-0.04","0.02","0.12","0.00","0.00","0.00"
"Brody Rasmussen","Maine","CF","5.94","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.77","0.16","0.00"
"Rob Mansour","St. John's","SS","5.94","0.00","0","0.00","0.00","0.00","6.01","0.47","0.14","-0.67","0.00","0.00","0.00","0.00"
"Will Howard","Navy","C","5.93","3.15","420","0.70","0.00","0.70","0.07","0.00","0.00","0.00","0.00","0.00","0.00","2.01"
"Vance Sheahan","Miami","SS","5.89","0.00","0","0.00","0.00","0.00","4.78","0.44","0.62","0.05","0.00","0.00","0.00","0.00"
"Brooks Kettering","Southeast Missouri","2B","5.88","0.00","0","0.00","0.00","0.00","4.91","0.40","0.56","0.01","0.00","0.00","0.00","0.00"
"Jehee Lee","Cal State Northridge","C","5.88","4.34","274","0.30","-0.11","0.19","0.00","0.00","0.00","0.01","0.00","0.00","0.00","1.34"
"Travis Sanders","Baylor","SS","5.87","0.00","0","0.00","0.00","0.00","4.03","1.17","0.58","0.08","0.00","0.00","0.00","0.00"
"Jake Bell","Bellarmine","2B","5.86","0.00","0","0.00","0.00","0.00","4.99","0.54","0.27","0.07","0.00","0.00","0.00","0.00"
"Manny Garza","Tennessee Tech","C","5.86","3.98","631","0.44","0.42","0.86","0.10","0.00","-0.02","0.01","0.16","0.00","0.00","0.76"
"Ty Wisdom","Austin Peay","RF","5.85","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.43","2.42","0.00"
"Walker Mitchell","Coastal Carolina","3B","5.84","0.00","0","0.00","0.00","0.00","4.56","0.29","-0.02","0.07","0.94","0.00","0.00","0.00"
"Westin Boyle","Purdue","SS","5.83","0.00","0","0.00","0.00","0.00","4.89","0.40","0.47","0.08","0.00","0.00","0.00","0.00"
"Jerdy Lopez","Little Rock","SS","5.83","0.00","0","0.00","0.00","0.00","5.48","0.38","0.24","-0.28","0.00","0.00","0.00","0.00"
"Brooks Perez","Duke","1B","5.82","0.00","0","0.00","0.00","0.00","4.18","-0.05","0.00","0.04","1.65","0.00","0.00","0.00"
"Camden Kozeal","Arkansas","SS","5.80","0.00","0","0.00","0.00","0.00","5.04","0.57","0.16","0.02","0.00","0.00","0.00","0.00"
"Yomar Carreras","Rutgers","SS","5.80","0.00","0","0.00","0.00","0.00","5.13","0.47","0.18","0.02","0.00","0.00","0.00","0.00"
"Connor Peek","Georgetown","SS","5.79","0.00","0","0.00","0.00","0.00","5.17","0.17","0.41","0.03","0.00","0.00","0.00","0.00"
"Garner Anderson","UT Martin","CF","5.78","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.65","5.12","0.00"
"JT Thompson","Abilene Christian","2B","5.78","0.00","0","0.00","0.00","0.00","4.86","0.25","0.62","0.04","0.00","0.00","0.00","0.00"
"Charlie Isom-McCall","Lindenwood","SS","5.77","0.00","0","0.00","0.00","0.00","4.89","0.47","0.34","0.07","0.00","0.00","0.00","0.00"
"Gable Mitchell","Iowa","2B","5.76","0.00","0","0.00","0.00","0.00","4.79","0.23","0.69","0.04","0.00","0.00","0.00","0.00"
"Rigoberto Hernandez","Louisiana","2B","5.74","0.00","0","0.00","0.00","0.00","4.76","0.17","0.75","0.06","0.00","0.00","0.00","0.00"
"Thomas Cooper","Valparaiso","3B","5.74","0.00","0","0.00","0.00","0.00","5.09","0.25","0.00","0.07","0.33","0.00","0.00","0.00"
"Rob Rispoli","Connecticut","SS","5.73","0.00","0","0.00","0.00","0.00","4.81","0.65","0.21","0.06","0.00","0.00","0.00","0.00"
"Jack Cannon","Le Moyne","RF","5.71","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.05","0.65","0.00"
"Brady Waugh","UAB","2B","5.70","0.00","0","0.00","0.00","0.00","4.78","0.36","0.54","0.02","0.00","0.00","0.00","0.00"
"Luke Wroblewski","South Dakota State","CF","5.69","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.69","0.00","0.00"
"Joey Canzoni","Saint Louis","3B","5.69","0.00","0","0.00","0.00","0.00","5.77","0.26","0.00","0.02","-0.36","0.00","0.00","0.00"
"Gabe Camacho","UC San Diego","1B","5.69","0.00","0","0.00","0.00","0.00","5.85","-0.02","-0.11","0.07","-0.09","0.00","0.00","0.00"
"Mike Stellrecht","Binghamton","SS","5.69","0.00","0","0.00","0.00","0.00","4.02","0.86","0.78","0.03","0.00","0.00","0.00","0.00"
"Ethan Adkisson","Stephen F. Austin","C","5.69","3.85","404","0.20","0.90","1.10","0.00","0.00","0.00","0.00","0.09","0.00","0.00","0.65"
"Jake Armsey","USC Upstate","3B","5.69","0.00","0","0.00","0.00","0.00","5.69","0.03","-0.02","0.02","-0.04","0.00","0.00","0.00"
"Slade McCloud","Tarleton State","2B","5.67","0.00","0","0.00","0.00","0.00","4.04","0.54","1.05","0.04","0.00","0.00","0.00","0.00"
"Tommy Farmer IV","UC Irvine","CF","5.67","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.25","0.42","0.00"
"Van Klein","Air Force","C","5.67","1.79","305","-0.53","0.31","-0.22","0.11","0.00","0.00","0.00","0.07","0.00","0.00","3.92"
"Julian Nunez","Pepperdine","SS","5.66","0.00","0","0.00","0.00","0.00","4.45","0.67","0.44","0.10","0.00","0.00","0.00","0.00"
"Aidan Meola","Oklahoma State","3B","5.66","0.00","0","0.00","0.00","0.00","5.83","-0.20","0.00","0.02","0.00","0.00","0.00","0.00"
"David Dubrule","Army","3B","5.66","0.00","0","0.00","0.00","0.00","5.87","0.13","0.00","0.06","-0.39","0.00","0.00","0.00"
"Jaxon Milam","Nicholls","SS","5.64","0.00","0","0.00","0.00","0.00","4.46","0.62","0.54","0.02","0.00","0.00","0.00","0.00"
"Jake Lambdin","Duke","SS","5.64","0.00","0","0.00","0.00","0.00","4.57","0.77","0.16","0.15","0.00","0.00","0.00","0.00"
"Niko Brini","Wofford","CF","5.64","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.22","0.42","0.00"
"Ryan Kucherak","Northwestern","SS","5.64","0.00","0","0.00","0.00","0.00","5.51","0.17","0.70","-0.74","0.00","0.00","0.00","0.00"
"Will Gallagher","Rider","3B","5.64","0.00","0","0.00","0.00","0.00","5.02","0.56","-0.04","0.06","0.04","0.00","0.00","0.00"
"Tommy Googins","Princeton","SS","5.63","0.00","0","0.00","0.00","0.00","4.92","0.63","0.02","0.06","0.00","0.00","0.00","0.00"
"Luke Schwartz","Saint Peter's","CF","5.63","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.78","1.85","0.00"
"Abbrie Covarrubias","USC","2B","5.62","0.00","0","0.00","0.00","0.00","4.58","0.12","0.92","0.01","0.00","0.00","0.00","0.00"
"DJ Ghiorso","Loyola Marymount","3B","5.62","0.00","0","0.00","0.00","0.00","4.83","0.00","0.00","0.04","0.75","0.00","0.00","0.00"
"Camden Kaufman","New Mexico State","3B","5.62","0.00","0","0.00","0.00","0.00","4.84","0.48","0.00","0.06","0.24","0.00","0.00","0.00"
"Jake Butler","George Mason","1B","5.60","0.00","0","0.00","0.00","0.00","4.33","0.24","0.18","0.03","0.83","0.00","0.00","0.00"
"Cade Walter","Jacksonville","CF","5.60","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.60","0.00","0.00"
"Dom Patrizi","Lehigh","CF","5.59","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.64","1.95","0.00"
"Micah Dean","UL Monroe","SS","5.59","0.00","0","0.00","0.00","0.00","4.56","0.43","0.56","0.05","0.00","0.00","0.00","0.00"
"Patrick Engskov","Arkansas State","SS","5.59","0.00","0","0.00","0.00","0.00","4.48","0.27","0.81","0.02","0.00","0.00","0.00","0.00"
"Braylen Blomquist","Wright State","SS","5.56","0.00","0","0.00","0.00","0.00","4.73","0.21","0.56","0.06","0.00","0.00","0.00","0.00"
"Shane Cox","Memphis","2B","5.56","0.00","0","0.00","0.00","0.00","5.13","0.28","0.14","0.01","0.00","0.00","0.00","0.00"
"Van Coughlin","Holy Cross","C","5.56","4.06","420","0.22","0.00","0.22","0.08","0.00","0.00","0.00","-0.18","0.00","0.00","1.39"
"Blake Cavill","Troy","1B","5.55","0.00","0","0.00","0.00","0.00","5.33","0.21","-0.05","0.05","0.00","0.00","0.00","0.00"
"Xander McAfee","UT Arlington","CF","5.54","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.26","0.28","0.00"
"Zandt Payne","Abilene Christian","SS","5.54","0.00","0","0.00","0.00","0.00","4.90","0.31","0.26","0.07","0.00","0.00","0.00","0.00"
"Nate Vargas","UC Santa Barbara","C","5.53","2.96","461","0.10","0.00","0.10","0.00","0.00","0.00","0.00","0.91","0.00","0.00","1.55"
"Dylan Johnson","College of Charleston","C","5.52","1.10","641","0.60","0.00","0.60","0.08","0.00","0.00","0.00","-0.14","0.00","0.00","3.89"
"Ben Niednagel","Air Force","SS","5.52","0.00","0","0.00","0.00","0.00","4.69","0.66","0.16","0.01","0.00","0.00","0.00","0.00"
"Jayden Lobliner","San Diego","C","5.52","-2.50","729","-0.11","0.56","0.45","0.03","0.00","-0.01","0.01","-0.10","0.00","0.00","7.64"
"Justin Ruiz","High Point","C","5.52","3.13","328","0.54","0.00","0.54","0.00","0.00","0.00","0.00","-0.02","0.00","0.00","1.87"
"Case Sanderson","Nebraska","1B","5.50","0.00","0","0.00","0.00","0.00","3.82","0.10","0.07","0.04","1.46","0.00","0.00","0.00"
"Rustan Rigdon","Vanderbilt","2B","5.50","0.00","0","0.00","0.00","0.00","4.65","0.53","0.32","0.00","0.00","0.00","0.00","0.00"
"Luke Nixon","NC State","2B","5.49","0.00","0","0.00","0.00","0.00","4.58","0.11","0.73","0.08","0.00","0.00","0.00","0.00"
"Jake Schaffner","North Carolina","SS","5.48","0.00","0","0.00","0.00","0.00","4.54","0.22","0.71","0.01","0.00","0.00","0.00","0.00"
"Shamaar McDuffie","Kennesaw State","SS","5.47","0.00","0","0.00","0.00","0.00","4.19","0.27","0.92","0.08","0.00","0.00","0.00","0.00"
"Mathis Meurant","Arizona","SS","5.45","0.00","0","0.00","0.00","0.00","5.11","0.31","0.39","-0.36","0.00","0.00","0.00","0.00"
"Tracer Lopez","Texas Tech","2B","5.44","0.00","0","0.00","0.00","0.00","5.02","0.04","0.33","0.04","0.00","0.00","0.00","0.00"
"Drew Smith","Oregon","3B","5.43","0.00","0","0.00","0.00","0.00","5.20","0.55","0.00","0.05","-0.37","0.00","0.00","0.00"
"Garryn Plummer","Fairleigh Dickinson","C","5.43","2.82","291","0.28","1.31","1.59","-0.23","-0.02","0.23","0.00","-0.31","0.00","0.00","1.35"
"Mason Barth","Notre Dame","2B","5.43","0.00","0","0.00","0.00","0.00","5.31","-0.31","0.43","0.00","0.00","0.00","0.00","0.00"
"Gage Griggs","USC Upstate","2B","5.42","0.00","0","0.00","0.00","0.00","4.91","0.10","0.34","0.07","0.00","0.00","0.00","0.00"
"Anthony Mascuilli","UMBC","3B","5.40","0.00","0","0.00","0.00","0.00","3.59","0.32","0.00","-0.32","1.81","0.00","0.00","0.00"
"Kyle Morrison","Southern Miss","2B","5.39","0.00","0","0.00","0.00","0.00","4.22","0.77","0.35","0.04","0.00","0.00","0.00","0.00"
"Nick Williams","Michigan State","LF","5.38","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.22","3.16","0.00"
"Thomas Williams","UTRGV","2B","5.38","0.00","0","0.00","0.00","0.00","4.18","0.40","0.73","0.08","0.00","0.00","0.00","0.00"
"Boston Kellner","Texas A&M","SS","5.36","0.00","0","0.00","0.00","0.00","4.43","0.40","0.41","0.11","0.00","0.00","0.00","0.00"
"J.C. Allen","UC San Diego","3B","5.35","0.00","0","0.00","0.00","0.00","5.12","-0.08","0.00","0.02","0.28","0.00","0.00","0.00"
"Chris Ramirez","California Baptist","SS","5.35","0.00","0","0.00","0.00","0.00","4.80","0.09","0.43","0.02","0.00","0.00","0.00","0.00"
"Keegan Knutson","Missouri","3B","5.35","0.00","0","0.00","0.00","0.00","5.66","0.00","-0.02","-0.73","0.44","0.00","0.00","0.00"
"Ty Barrango","Coastal Carolina","SS","5.33","0.00","0","0.00","0.00","0.00","4.79","0.38","0.12","0.05","0.00","0.00","0.00","0.00"
"Nolan Freund","Little Rock","3B","5.33","0.00","0","0.00","0.00","0.00","4.84","0.47","0.00","0.02","0.00","0.00","0.00","0.00"
"Noah Coy","Notre Dame","SS","5.32","0.00","0","0.00","0.00","0.00","5.23","0.07","-0.05","0.07","0.00","0.00","0.00","0.00"
"Patrick Fultz","Wright State","3B","5.32","0.00","0","0.00","0.00","0.00","4.71","0.36","0.00","0.01","0.24","0.00","0.00","0.00"
"Chris Maldonado","Vanderbilt","1B","5.31","0.00","0","0.00","0.00","0.00","4.93","0.11","0.22","0.05","0.00","0.00","0.00","0.00"
"Zach Yorke","LSU","1B","5.31","0.00","0","0.00","0.00","0.00","5.04","-0.03","0.13","0.00","0.16","0.00","0.00","0.00"
"Owen Clyne","George Mason","SS","5.31","0.00","0","0.00","0.00","0.00","4.34","0.49","0.40","0.08","0.00","0.00","0.00","0.00"
"Bo Caraway","Baylor","CF","5.31","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.30","3.02","0.00"
"Riley Ames","Mercyhurst","CF","5.30","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.76","1.54","0.00"
"Dylan Cupp","Dallas Baptist","SS","5.30","0.00","0","0.00","0.00","0.00","4.64","-0.01","0.65","0.02","0.00","0.00","0.00","0.00"
"Drew Lanphere","NC State","C","5.29","1.55","629","0.31","0.00","0.31","0.17","0.00","0.00","0.00","0.10","0.00","0.00","3.15"
"Evan Menzel","Connecticut","2B","5.29","0.00","0","0.00","0.00","0.00","4.14","0.23","0.90","0.01","0.00","0.00","0.00","0.00"
"Michael Maloney","Western Michigan","SS","5.29","0.00","0","0.00","0.00","0.00","4.45","0.47","0.33","0.03","0.00","0.00","0.00","0.00"
"Sean O'Leary","UMass Lowell","1B","5.28","0.00","0","0.00","0.00","0.00","3.42","0.09","1.01","0.07","0.69","0.00","0.00","0.00"
"Matt Quintanar","Texas Tech","C","5.26","-2.45","814","0.61","0.52","1.13","0.10","0.00","0.00","0.00","0.92","0.00","0.00","5.57"
"Rocco Gump","Creighton","3B","5.26","0.00","0","0.00","0.00","0.00","4.73","0.22","-0.02","0.07","0.25","0.00","0.00","0.00"
"Jeremy Wolf","Delaware","2B","5.26","0.00","0","0.00","0.00","0.00","4.04","0.44","0.76","0.02","0.00","0.00","0.00","0.00"
"Gabriel Melara","Hofstra","3B","5.25","0.00","0","0.00","0.00","0.00","4.70","0.38","0.00","-0.38","0.55","0.00","0.00","0.00"
"Luke Anderson","BYU","2B","5.25","0.00","0","0.00","0.00","0.00","4.52","-0.05","0.75","0.02","0.00","0.00","0.00","0.00"
"Trent Abel","Cal State Northridge","SS","5.24","0.00","0","0.00","0.00","0.00","4.16","0.60","0.45","0.02","0.00","0.00","0.00","0.00"
"Caleb Herd","New Mexico","C","5.24","3.55","275","0.03","0.61","0.64","0.00","0.00","0.00","0.00","0.89","0.00","0.00","0.16"
"Brady Bean","Portland","CF","5.24","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.24","0.00","0.00"
"Tague Davis","Louisville","1B","5.22","0.00","0","0.00","0.00","0.00","3.82","0.04","-0.15","0.04","1.46","0.00","0.00","0.00"
"Ethan Lizama","South Carolina","LF","5.21","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.34","0.87","0.00"
"Brady Neal","Alabama","RF","5.20","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.96","0.24","0.00"
"Brett Griffiths","Ball State","SS","5.20","0.00","0","0.00","0.00","0.00","4.11","0.52","0.55","0.02","0.00","0.00","0.00","0.00"
"Colin Brown","Holy Cross","C","5.20","3.73","348","0.10","0.00","0.10","-0.70","0.00","0.00","0.00","0.35","0.00","0.00","1.72"
"Archer Ogbourne","Jacksonville","CF","5.20","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.04","0.16","0.00"
"Max Kaufer","Wichita State","C","5.19","3.36","351","0.02","0.00","0.02","0.00","0.00","0.00","0.00","-0.03","0.00","0.00","1.84"
"Nico Senese","Georgia Southern","3B","5.17","0.00","0","0.00","0.00","0.00","5.06","0.07","-0.02","0.06","-0.01","0.00","0.00","0.00"
"Tyson LeBlanc","Kansas","SS","5.16","0.00","0","0.00","0.00","0.00","4.36","0.42","0.36","0.02","0.00","0.00","0.00","0.00"
"Alec DeMartino","Charlotte","RF","5.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.74","0.42","0.00"
"Jayce Tharnish","Kentucky","CF","5.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.93","0.24","0.00"
"Jackson Trout","Omaha","1B","5.14","0.00","0","0.00","0.00","0.00","4.23","-0.05","-0.03","0.04","0.94","0.00","0.00","0.00"
"Austin Young","Fresno State","C","5.14","1.79","391","0.19","0.00","0.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.17"
"Cameron Gurney","Utah","1B","5.14","0.00","0","0.00","0.00","0.00","4.77","-0.06","0.24","0.09","0.09","0.00","0.00","0.00"
"Caleb Wulf","Iowa","1B","5.13","0.00","0","0.00","0.00","0.00","4.85","-0.06","0.14","0.11","0.09","0.00","0.00","0.00"
"Wyatt Hunt","Monmouth","2B","5.13","0.00","0","0.00","0.00","0.00","3.96","0.40","0.70","0.07","0.00","0.00","0.00","0.00"
"Austin Jacobs","UCF","2B","5.11","0.00","0","0.00","0.00","0.00","4.29","0.06","0.71","0.04","0.00","0.00","0.00","0.00"
"Ethan Melton","South Alabama","CF","5.09","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.16","1.93","0.00"
"Jackson Alford","Elon","2B","5.09","0.00","0","0.00","0.00","0.00","4.77","0.22","0.07","0.03","0.00","0.00","0.00","0.00"
"Hudson Brown","Kentucky","1B","5.09","0.00","0","0.00","0.00","0.00","4.25","0.40","0.14","0.03","0.27","0.00","0.00","0.00"
"Brayden Jaksa","Oregon","C","5.07","5.56","280","0.02","0.00","0.02","0.00","0.00","0.00","-0.38","-0.86","0.00","0.00","0.73"
"Alex Sosa","Miami","C","5.06","0.79","611","0.11","0.88","0.99","0.20","0.00","-0.02","0.00","-0.01","0.00","0.00","3.10"
"Cade Kurland","Florida","2B","5.05","0.00","0","0.00","0.00","0.00","4.14","0.27","0.61","0.02","0.00","0.00","0.00","0.00"
"Ike Shirey","Tarleton State","SS","5.05","0.00","0","0.00","0.00","0.00","3.55","0.73","0.75","0.02","0.00","0.00","0.00","0.00"
"Reece Moroney","Rhode Island","SS","5.05","0.00","0","0.00","0.00","0.00","4.74","0.10","0.19","0.02","0.00","0.00","0.00","0.00"
"Easton Jones","BYU","3B","5.05","0.00","0","0.00","0.00","0.00","4.52","0.19","0.00","0.02","0.31","0.00","0.00","0.00"
"Sam DeCarlo","Washington","SS","5.04","0.00","0","0.00","0.00","0.00","4.05","0.64","0.24","0.11","0.00","0.00","0.00","0.00"
"Joseph Zamora","Appalachian State","2B","5.04","0.00","0","0.00","0.00","0.00","3.88","0.14","0.97","0.06","0.00","0.00","0.00","0.00"
"Aiden Dill","Seton Hall","RF","5.03","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.21","3.82","0.00"
"Jack Bello","Minnesota","1B","5.03","0.00","0","0.00","0.00","0.00","4.04","0.41","0.35","0.04","0.19","0.00","0.00","0.00"
"Cade Sanchez","Texas A&M-Corpus Christi","2B","5.02","0.00","0","0.00","0.00","0.00","4.55","-0.02","0.42","0.07","0.00","0.00","0.00","0.00"
"David Mendez","Maryland","2B","5.02","0.00","0","0.00","0.00","0.00","3.47","0.27","1.24","0.04","0.00","0.00","0.00","0.00"
"Stone Lawless","Tennessee","C","5.02","2.73","403","-0.14","0.88","0.74","0.21","0.00","-0.03","0.00","0.00","0.00","0.00","1.37"
"Austin Haller","Western Kentucky","2B","5.02","0.00","0","0.00","0.00","0.00","4.02","0.48","0.51","0.01","0.00","0.00","0.00","0.00"
"Jameson Martin","Minnesota","2B","5.02","0.00","0","0.00","0.00","0.00","4.22","0.41","0.36","0.03","0.00","0.00","0.00","0.00"
"Carson Lorch","Tarleton State","3B","5.02","0.00","0","0.00","0.00","0.00","4.54","0.25","0.00","0.01","0.21","0.00","0.00","0.00"
"Tyler Kamerer","Marshall","2B","5.01","0.00","0","0.00","0.00","0.00","3.80","0.15","1.04","0.02","0.00","0.00","0.00","0.00"
"Landon Moran","UCF","1B","5.01","0.00","0","0.00","0.00","0.00","4.80","0.25","-0.08","0.04","0.00","0.00","0.00","0.00"
"Adrian Rodriguez","Texas","SS","5.00","0.00","0","0.00","0.00","0.00","4.50","0.31","0.14","0.06","0.00","0.00","0.00","0.00"
"Hector Rodriguez","Lamar","3B","5.00","0.00","0","0.00","0.00","0.00","4.70","0.16","0.00","0.02","0.12","0.00","0.00","0.00"
"Hudson Shupe","Gonzaga","2B","5.00","0.00","0","0.00","0.00","0.00","3.63","0.60","0.71","0.06","0.00","0.00","0.00","0.00"
"Brayden Randle","Ole Miss","SS","4.99","0.00","0","0.00","0.00","0.00","3.81","0.76","0.35","0.07","0.00","0.00","0.00","0.00"
"Kobe Benson","Eastern Kentucky","2B","4.99","0.00","0","0.00","0.00","0.00","4.76","0.26","-0.05","0.03","0.00","0.00","0.00","0.00"
"Preston Yaucher","Penn State","SS","4.99","0.00","0","0.00","0.00","0.00","4.49","0.09","0.30","0.10","0.00","0.00","0.00","0.00"
"Ty Mainolfi","Boston College","2B","4.98","0.00","0","0.00","0.00","0.00","3.75","0.33","0.85","0.06","0.00","0.00","0.00","0.00"
"Chase Bloomer","SIUE","SS","4.98","0.00","0","0.00","0.00","0.00","4.01","0.45","0.46","0.06","0.00","0.00","0.00","0.00"
"Mikey Bell","Gonzaga","3B","4.97","0.00","0","0.00","0.00","0.00","4.00","0.45","0.00","0.04","0.49","0.00","0.00","0.00"
"Josh Overbeek","Nebraska","3B","4.96","0.00","0","0.00","0.00","0.00","4.75","-0.08","0.00","0.07","0.21","0.00","0.00","0.00"
"Nate Johnson","Tulane","2B","4.96","0.00","0","0.00","0.00","0.00","4.04","0.11","0.79","0.02","0.00","0.00","0.00","0.00"
"Trent Adelman","VCU","RF","4.95","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.34","1.61","0.00"
"Jace Kohler","High Point","3B","4.95","0.00","0","0.00","0.00","0.00","4.69","0.13","-0.03","0.04","0.12","0.00","0.00","0.00"
"Connor Price","Georgetown","C","4.94","2.45","554","-0.14","-0.40","-0.54","0.10","0.00","-0.02","0.00","0.06","0.00","0.00","2.89"
"Rueben Livingston","La Salle","3B","4.94","0.00","0","0.00","0.00","0.00","3.16","0.15","0.00","0.07","1.56","0.00","0.00","0.00"
"Jackson Lyda","Western Carolina","SS","4.94","0.00","0","0.00","0.00","0.00","4.05","0.71","0.16","0.02","0.00","0.00","0.00","0.00"
"Jake Russo","New Haven","C","4.94","4.34","265","-0.35","0.00","-0.35","0.00","0.00","0.00","0.00","-1.36","0.00","0.00","2.32"
"Jack Dauer","Yale","3B","4.93","0.00","0","0.00","0.00","0.00","5.04","0.00","0.00","0.02","-0.14","0.00","0.00","0.00"
