Player,Team,Season,Type,PitchType,Metric,Value,Rank
"Brayden Martin","Maryland","2026","batting","slider","Whiff%","3.7%","5"
"Carson Lorch","Tarleton State","2026","batting","slider","Whiff%","3.7%","5"
"Casey Wensley","Bryant","2026","batting","slider","Whiff%","3.7%","5"
"Mitchell Collins","North Florida","2026","batting","slider","Whiff%","3.8%","8"
"Jaxon Pate","Jacksonville State","2026","batting","slider","Whiff%","4.0%","9"
"Hector Rodriguez","Lamar","2026","batting","slider","Whiff%","4.5%","10"
"Mikey Cruz Jr.","Nevada","2026","batting","slider","Whiff%","4.5%","10"
"Ty Fredo","Mount St. Mary's","2026","batting","slider","Whiff%","5.0%","12"
"Giovanni Licciardi","Southeastern Louisiana","2026","batting","slider","Whiff%","5.3%","13"
"Bo Shinkle","Gonzaga","2026","batting","slider","Whiff%","5.6%","14"
"Wyatt Wawro","Northern Illinois","2026","batting","slider","Whiff%","5.9%","15"
"Hayden Robbins","Western Kentucky","2026","batting","slider","Whiff%","6.3%","16"
"Rylan Lujo","Georgia","2026","batting","slider","Whiff%","6.3%","16"
"Wandel Campana","Western Illinois","2026","batting","slider","Whiff%","6.7%","18"
"Dominic Decker","Ole Miss","2026","batting","slider","Whiff%","6.7%","18"
"Keegan Knutson","Missouri","2026","batting","slider","Whiff%","6.9%","20"
"Rashawn Galloway","Texas State","2026","batting","slider","Whiff%","6.9%","20"
"Charlie Davis","Belmont","2026","batting","slider","Whiff%","7.1%","22"
"Charlie Parcell","Northern Illinois","2026","batting","slider","Whiff%","7.1%","22"
"Ryan Lordier","Manhattan","2026","batting","slider","Whiff%","7.4%","24"
"Tyler Lang","USC Upstate","2026","batting","slider","Whiff%","7.7%","25"
"Alex Irizarry","Quinnipiac","2026","batting","changeup","Whiff%","0.0%","1"
"Luke Lawrence","Kentucky","2026","batting","changeup","Whiff%","0.0%","1"
"Jordan Jaffe","Liberty","2026","batting","changeup","Whiff%","3.2%","3"
"Tanner Griffith","Saint Mary's (CA)","2026","batting","changeup","Whiff%","3.2%","3"
"Matt Ineich","West Virginia","2026","batting","changeup","Whiff%","4.3%","5"
"Brody Briggs","Arizona State","2026","batting","changeup","Whiff%","5.3%","6"
"Griffin Crain","Louisville","2026","batting","changeup","Whiff%","6.7%","7"
"Brennon Wright","South Alabama","2026","batting","changeup","Whiff%","7.1%","8"
"Jake Ogden","Miami","2026","batting","changeup","Whiff%","7.3%","9"
"Tyler Lang","USC Upstate","2026","batting","changeup","Whiff%","7.4%","10"
"Cody Nitowitz","Portland","2026","batting","changeup","Whiff%","7.4%","10"
"Mason Strong","Utah Valley","2026","batting","changeup","Whiff%","8.0%","12"
"Jaxon Pate","Jacksonville State","2026","batting","changeup","Whiff%","8.0%","12"
"Nick Sutherlin","Indiana State","2026","batting","changeup","Whiff%","8.3%","14"
"Braydon Wooldridge","UC Davis","2026","batting","changeup","Whiff%","8.3%","14"
"Caleb Wulf","Iowa","2026","batting","changeup","Whiff%","8.3%","14"
"Ty Mainolfi","Boston College","2026","batting","changeup","Whiff%","8.6%","17"
"Antonio Ducatelli","Central Connecticut","2026","batting","changeup","Whiff%","8.7%","18"
"Eli Watson","Bellarmine","2026","batting","changeup","Whiff%","9.4%","19"
"José Vasquez","Arkansas-Pine Bluff","2026","batting","changeup","Whiff%","9.4%","19"
"Cooper Combs","Oral Roberts","2026","batting","changeup","Whiff%","9.5%","21"
"Wyatt Hanoian","Air Force","2026","batting","changeup","Whiff%","9.5%","21"
"Brooks Leonard","Northwestern State","2026","batting","changeup","Whiff%","9.5%","21"
"Colby Lunsford","Louisiana Tech","2026","batting","changeup","Whiff%","9.7%","24"
"Andrew Ildefonso","Florida International","2026","batting","changeup","Whiff%","9.7%","24"
"Davis Hamilton","Minnesota","2026","batting","curveball","Whiff%","0.0%","1"
"Khi Holiday","Southern Indiana","2026","batting","curveball","Whiff%","0.0%","1"
"Derek Curiel","LSU","2026","batting","curveball","Whiff%","0.0%","1"
"Cleary Simpson","Marshall","2026","batting","curveball","Whiff%","0.0%","1"
"Kent Schmidt","Georgia Tech","2026","batting","curveball","Whiff%","0.0%","1"
"Jordan Crosland","Maryland","2026","batting","curveball","Whiff%","0.0%","1"
"Owen Nowak","Middle Tennessee","2026","batting","curveball","Whiff%","0.0%","1"
"JT Thompson","Abilene Christian","2026","batting","curveball","Whiff%","4.3%","8"
"Mason Hamlin","Utah Valley","2026","batting","curveball","Whiff%","4.5%","9"
"Tyler Minnick","Middle Tennessee","2026","batting","curveball","Whiff%","4.8%","10"
"Jeremy Sheffield","Georgetown","2026","batting","curveball","Whiff%","5.0%","11"
"AJ Oden","Iona","2026","batting","curveball","Whiff%","5.0%","11"
"Tim Simay","Southern Illinois","2026","batting","curveball","Whiff%","5.0%","11"
"Daylan Pena","Murray State","2026","batting","curveball","Whiff%","5.9%","14"
"TJ Aiken","Old Dominion","2026","batting","curveball","Whiff%","5.9%","14"
"Chris Diprima","Yale","2026","batting","curveball","Whiff%","5.9%","14"
"Brennon Wright","South Alabama","2026","batting","curveball","Whiff%","6.3%","17"
"Tye Wood","Tulane","2026","batting","curveball","Whiff%","6.3%","17"
"Hayden Federico","Ole Miss","2026","batting","curveball","Whiff%","6.3%","17"
"Ryland Duson","Prairie View","2026","batting","curveball","Whiff%","6.3%","17"
"AJ Havrilla","Marshall","2026","batting","curveball","Whiff%","6.7%","21"
"Jake Schaffner","North Carolina","2026","batting","curveball","Whiff%","6.7%","21"
"Easton Moomau","UTRGV","2026","batting","curveball","Whiff%","6.7%","21"
"Shannon Martin","Grambling","2026","batting","curveball","Whiff%","6.7%","21"
"Easton Talt","Oregon State","2026","batting","curveball","Whiff%","7.1%","25"
"Tyler Cox","Houston","2026","batting","cutter","Whiff%","4.5%","1"
"Trevor Lucas","UNC Wilmington","2026","batting","cutter","Whiff%","11.1%","2"
"Maloy Heaghney","USC Upstate","2026","batting","cutter","Whiff%","14.3%","3"
"John Stuetzer","Florida State","2026","batting","cutter","Whiff%","15.0%","4"
"Cal Miller","Utah","2026","batting","cutter","Whiff%","16.7%","5"
"Henry Zenor","USC Upstate","2026","batting","cutter","Whiff%","20.8%","6"
"Jax Gimenez","Oregon","2026","batting","cutter","Whiff%","21.1%","7"
"Roman Martin","UCLA","2026","batting","cutter","Whiff%","21.4%","8"
"Will Anderson","Santa Clara","2026","batting","cutter","Whiff%","21.9%","9"
"Mikey Bell","Gonzaga","2026","batting","cutter","Whiff%","21.9%","9"
"Maddox Molony","Oregon","2026","batting","cutter","Whiff%","23.1%","11"
"Ace Reese","Mississippi State","2026","batting","cutter","Whiff%","23.5%","12"
"Anthony Pack Jr.","Texas","2026","batting","cutter","Whiff%","23.8%","13"
"Luke Jacobs","Utah","2026","batting","cutter","Whiff%","23.8%","13"
"Harrison Feinberg","Northeastern","2026","batting","cutter","Whiff%","28.0%","15"
"Jake Bechtel","UNC Wilmington","2026","batting","cutter","Whiff%","30.0%","16"
"Dawson Park","Texas State","2026","batting","cutter","Whiff%","30.8%","17"
"Ryan Jaros","Rutgers","2026","batting","cutter","Whiff%","31.3%","18"
"Henry Ford","Tennessee","2026","batting","cutter","Whiff%","32.4%","19"
"Aidan Meola","Oklahoma State","2026","batting","cutter","Whiff%","33.3%","20"
"Noah Sullivan","Mississippi State","2026","batting","cutter","Whiff%","33.3%","20"
"Casey Borba","Texas","2026","batting","cutter","Whiff%","33.3%","20"
"James McGee","Kennesaw State","2026","batting","cutter","Whiff%","33.3%","20"
"Jase Woita","Missouri","2026","batting","cutter","Whiff%","34.4%","24"
"Xavier Perez","Houston","2026","batting","cutter","Whiff%","34.6%","25"
"Camden Gasser","Long Beach State","2026","batting","all","Chase%","7.5%","1"
"Josiah Overbeek","Army","2026","batting","all","Chase%","8.6%","2"
"Trey Gambill","Oklahoma","2026","batting","all","Chase%","8.9%","3"
"Tyler Brodrick","Oral Roberts","2026","batting","all","Chase%","9.3%","4"
"Will Moore","Indiana","2026","batting","all","Chase%","9.9%","5"
"Kent Schmidt","Georgia Tech","2026","batting","all","Chase%","10.0%","6"
"Anthony Cepeda","Wichita State","2026","batting","all","Chase%","10.1%","7"
"Owen Prince","VMI","2026","batting","all","Chase%","10.2%","8"
"Harrison Campi","Wofford","2026","batting","all","Chase%","10.2%","8"
"Sam Parker","Missouri","2026","batting","all","Chase%","10.3%","10"
"Boston Kellner","Texas A&M","2026","batting","all","Chase%","10.3%","10"
"Mason Hamlin","Utah Valley","2026","batting","all","Chase%","10.3%","10"
"Dominic Decker","Ole Miss","2026","batting","all","Chase%","10.3%","10"
"Chase Moore","Alcorn State","2026","batting","all","Chase%","10.6%","14"
"Justin Turcovski","Penn State","2026","batting","all","Chase%","10.6%","14"
"Rett Johnson","NC State","2026","batting","all","Chase%","10.7%","16"
"Lane Arroyos","Western Kentucky","2026","batting","all","Chase%","10.7%","16"
"Jackson Thompson","Campbell","2026","batting","all","Chase%","10.8%","18"
"Luke Melton","Eastern Illinois","2026","batting","all","Chase%","10.8%","18"
"Nick Groves","Illinois","2026","batting","all","Chase%","11.0%","20"
"Diego Urreta","Fairleigh Dickinson","2026","batting","all","Chase%","11.1%","21"
"AJ Nessler","Pittsburgh","2026","batting","all","Chase%","11.2%","22"
"Dean West","UCLA","2026","batting","all","Chase%","11.2%","22"
"Isaac VanderWoude","Belmont","2026","batting","all","Chase%","11.2%","22"
"AJ Solomon","Georgetown","2026","batting","all","Chase%","11.3%","25"
"Jett Humphreys","William & Mary","2026","batting","fastball","Chase%","0.0%","1"
"Jackson Brinker","Manhattan","2026","batting","fastball","Chase%","0.0%","1"
"Brady Fandl","Fairleigh Dickinson","2026","batting","fastball","Chase%","2.7%","3"
"Jasper Adelman","Lehigh","2026","batting","fastball","Chase%","3.4%","4"
"Brett Denby","Wright State","2026","batting","fastball","Chase%","3.6%","5"
"Omari Johnson","Southern","2026","batting","fastball","Chase%","3.6%","5"
"Sean Griggs","Stetson","2026","batting","fastball","Chase%","4.2%","7"
"Cruz Harlan","Coastal Carolina","2026","batting","fastball","Chase%","4.4%","8"
"Drew McGowan","Marist","2026","batting","fastball","Chase%","4.5%","9"
"AJ Groeneveld","Tulane","2026","batting","fastball","Chase%","4.7%","10"
"Ian Huang","Saint Peter's","2026","batting","fastball","Chase%","4.8%","11"
"Deacon Pomeroy","Oklahoma State","2026","batting","fastball","Chase%","4.8%","11"
"Samuel Sherman","Merrimack","2026","batting","fastball","Chase%","4.8%","11"
"Matthew Robaugh","West Virginia","2026","batting","fastball","Chase%","4.8%","11"
"Tyler Brodrick","Oral Roberts","2026","batting","fastball","Chase%","4.9%","15"
"Aiden Schenk","North Dakota State","2026","batting","fastball","Chase%","5.3%","16"
"Aiden Stewart","Indiana","2026","batting","fastball","Chase%","5.6%","17"
"Jimmy Bruno","Monmouth","2026","batting","fastball","Chase%","5.6%","17"
"JD Rogers","UCF","2026","batting","fastball","Chase%","5.9%","19"
"Cole McKenna","Old Dominion","2026","batting","fastball","Chase%","6.1%","20"
"Phillip Thigpen","Eastern Michigan","2026","batting","fastball","Chase%","6.1%","20"
"Jack Spanier","Minnesota","2026","batting","fastball","Chase%","6.1%","20"
"Tanner Carson","Texas State","2026","batting","fastball","Chase%","6.1%","20"
"Nigel Sebastianelli","Towson","2026","batting","fastball","Chase%","6.1%","20"
"Chris Chavez","Texas Southern","2026","batting","fastball","Chase%","6.3%","25"
"Dominic Decker","Ole Miss","2026","batting","slider","Chase%","2.7%","1"
"Jack Vogele","East Carolina","2026","batting","slider","Chase%","3.1%","2"
"Garrett Gruell","UTSA","2026","batting","slider","Chase%","4.8%","3"
"Diego Urreta","Fairleigh Dickinson","2026","batting","slider","Chase%","5.8%","4"
"Cooper Smith","Utah Tech","2026","batting","slider","Chase%","6.1%","5"
"Trey Gambill","Oklahoma","2026","batting","slider","Chase%","6.3%","6"
"Bryce Calloway","Georgia","2026","batting","slider","Chase%","6.3%","6"
"Tanner Griffith","Saint Mary's (CA)","2026","batting","slider","Chase%","6.3%","6"
"Michael Elko","Richmond","2026","batting","slider","Chase%","6.5%","9"
"Royce Hale","Seattle","2026","batting","slider","Chase%","6.8%","10"
"Josiah Overbeek","Army","2026","batting","slider","Chase%","7.0%","11"
"Jacob Kendall","Florida","2026","batting","slider","Chase%","7.1%","12"
"Grant Ross","Milwaukee","2026","batting","slider","Chase%","7.5%","13"
"Duncan Mathews","South Alabama","2026","batting","slider","Chase%","7.7%","14"
"Sam Kane","Nevada","2026","batting","slider","Chase%","7.7%","14"
"Aidan O'Keefe","Richmond","2026","batting","slider","Chase%","7.7%","14"
"Will Moore","Indiana","2026","batting","slider","Chase%","7.8%","17"
"Ty Fredo","Mount St. Mary's","2026","batting","slider","Chase%","7.8%","17"
"Blake Fields","Houston","2026","batting","slider","Chase%","7.9%","19"
"Cole Rogers","New Mexico State","2026","batting","slider","Chase%","8.1%","20"
"Colin Richter","Monmouth","2026","batting","slider","Chase%","8.2%","21"
"Jackson Wang","Northern Kentucky","2026","batting","slider","Chase%","8.3%","22"
"Lane Arroyos","Western Kentucky","2026","batting","slider","Chase%","8.5%","23"
"CJ Griggs","Hofstra","2026","batting","slider","Chase%","8.5%","23"
"AJ Solomon","Georgetown","2026","batting","slider","Chase%","8.6%","25"
"Tyler Bell","Kentucky","2026","batting","changeup","Chase%","4.0%","1"
"Matt Ineich","West Virginia","2026","batting","changeup","Chase%","6.4%","2"
"Jake Bell","Bellarmine","2026","batting","changeup","Chase%","6.9%","3"
"Kooper Schulte","Iowa","2026","batting","changeup","Chase%","7.7%","4"
"Diego Urreta","Fairleigh Dickinson","2026","batting","changeup","Chase%","8.5%","5"
"AJ Nessler","Pittsburgh","2026","batting","changeup","Chase%","8.6%","6"
"Kendyl Johnson","Tarleton State","2026","batting","changeup","Chase%","8.6%","6"
"Steven Milam","LSU","2026","batting","changeup","Chase%","8.7%","8"
"Brayden Martin","Maryland","2026","batting","changeup","Chase%","9.1%","9"
"Braden Benton","Lamar","2026","batting","changeup","Chase%","9.1%","9"
"Hunter Ray","Fairleigh Dickinson","2026","batting","changeup","Chase%","9.3%","11"
"Ryan Tyranski","Cincinnati","2026","batting","changeup","Chase%","9.4%","12"
"Trey Swygart","Portland","2026","batting","changeup","Chase%","9.5%","13"
"Harrison Didawick","Virginia","2026","batting","changeup","Chase%","9.6%","14"
"Caden Bogenpohl","Missouri State","2026","batting","changeup","Chase%","9.8%","15"
"Lucas Steele","Auburn","2026","batting","changeup","Chase%","10.0%","16"
"Brooks Perez","Duke","2026","batting","changeup","Chase%","10.2%","17"
"Josiah Overbeek","Army","2026","batting","changeup","Chase%","10.2%","17"
"Brooks Leonard","Northwestern State","2026","batting","changeup","Chase%","10.3%","19"
"Matthew Witkow","Harvard","2026","batting","changeup","Chase%","10.3%","19"
"Caden Miller","UTSA","2026","batting","changeup","Chase%","10.9%","21"
"Phillips Daniels","The Citadel","2026","batting","changeup","Chase%","11.1%","22"
"Javar Williams","Wake Forest","2026","batting","changeup","Chase%","11.3%","23"
"Carter Dierdorf","Pittsburgh","2026","batting","changeup","Chase%","11.3%","23"
"Brody Briggs","Arizona State","2026","batting","changeup","Chase%","11.4%","25"
"Dominic Decker","Ole Miss","2026","batting","curveball","Chase%","0.0%","1"
"Ryan Gerety","Northeastern","2026","batting","curveball","Chase%","2.4%","2"
"Ryker Waite","Vanderbilt","2026","batting","curveball","Chase%","2.9%","3"
"Christopher Rembert","Auburn","2026","batting","curveball","Chase%","3.0%","4"
"Boston Kellner","Texas A&M","2026","batting","curveball","Chase%","3.1%","5"
"Rustan Rigdon","Vanderbilt","2026","batting","curveball","Chase%","3.1%","5"
"Grant Gallagher","Kansas State","2026","batting","curveball","Chase%","3.3%","7"
"Khi Holiday","Southern Indiana","2026","batting","curveball","Chase%","3.4%","8"
"Jordan Crosland","Maryland","2026","batting","curveball","Chase%","3.6%","9"
"Lane Arroyos","Western Kentucky","2026","batting","curveball","Chase%","4.2%","10"
"Mic Paul","Washington","2026","batting","curveball","Chase%","5.3%","11"
"Cal Sullivan","Southeast Missouri","2026","batting","curveball","Chase%","5.6%","12"
"Robbie Lavey","George Washington","2026","batting","curveball","Chase%","5.6%","12"
"Josh Campos","Liberty","2026","batting","curveball","Chase%","5.6%","12"
"Kyle Hayes","Western Kentucky","2026","batting","curveball","Chase%","5.9%","15"
"Cleary Simpson","Marshall","2026","batting","curveball","Chase%","5.9%","15"
"Marc Stephens","South Alabama","2026","batting","curveball","Chase%","6.1%","17"
"Ryder Young","Gonzaga","2026","batting","curveball","Chase%","6.3%","18"
"Cole Katayama-Stall","Portland","2026","batting","curveball","Chase%","6.3%","18"
"Gavin Kelly","West Virginia","2026","batting","curveball","Chase%","6.5%","20"
"Kent Schmidt","Georgia Tech","2026","batting","curveball","Chase%","6.7%","21"
"TJ Aiken","Old Dominion","2026","batting","curveball","Chase%","6.7%","21"
"Logan Johnstone","Vanderbilt","2026","batting","curveball","Chase%","6.9%","23"
"Hudson Ellis","Oral Roberts","2026","batting","curveball","Chase%","6.9%","23"
"Matthew Stancliff","McNeese","2026","batting","curveball","Chase%","6.9%","23"
"Cal Miller","Utah","2026","batting","cutter","Chase%","5.9%","1"
"Noah Sullivan","Mississippi State","2026","batting","cutter","Chase%","6.9%","2"
"Maddox Molony","Oregon","2026","batting","cutter","Chase%","9.5%","3"
"John Stuetzer","Florida State","2026","batting","cutter","Chase%","10.7%","4"
"Tyler Cox","Houston","2026","batting","cutter","Chase%","13.8%","5"
"Anthony Pack Jr.","Texas","2026","batting","cutter","Chase%","14.3%","6"
"Brayden Dowd","Florida State","2026","batting","cutter","Chase%","15.4%","7"
"Maloy Heaghney","USC Upstate","2026","batting","cutter","Chase%","16.7%","8"
"Luke Jacobs","Utah","2026","batting","cutter","Chase%","16.7%","8"
"Drew Smith","Oregon","2026","batting","cutter","Chase%","18.8%","10"
"Roman Martin","UCLA","2026","batting","cutter","Chase%","18.8%","10"
"Henry Zenor","USC Upstate","2026","batting","cutter","Chase%","19.0%","12"
"Jax Gimenez","Oregon","2026","batting","cutter","Chase%","20.0%","13"
"Temo Becerra","Texas","2026","batting","cutter","Chase%","20.6%","14"
"Paris Pridgen","Austin Peay","2026","batting","cutter","Chase%","21.4%","15"
"Casey Borba","Texas","2026","batting","cutter","Chase%","21.7%","16"
"Alec DeMartino","Charlotte","2026","batting","cutter","Chase%","22.2%","17"
"Jacob Lee","VCU","2026","batting","cutter","Chase%","22.6%","18"
"Trevor Lucas","UNC Wilmington","2026","batting","cutter","Chase%","24.0%","19"
"Henry Ford","Tennessee","2026","batting","cutter","Chase%","24.1%","20"
"Michael Petite","VCU","2026","batting","cutter","Chase%","25.0%","21"
"Dawson Park","Texas State","2026","batting","cutter","Chase%","27.3%","22"
"Carson Tinney","Texas","2026","batting","cutter","Chase%","28.0%","23"
"Cal Fisher","Florida State","2026","batting","cutter","Chase%","28.1%","24"
"Jase Woita","Missouri","2026","batting","cutter","Chase%","28.9%","25"
"Parker Coil","Arkansas","2026","pitching","all","Strike%","75.8%","1"
"Bo Rhudy","Tennessee","2026","pitching","all","Strike%","73.8%","2"
"John Higgins","Seton Hall","2026","pitching","all","Strike%","73.8%","2"
"Harry Cain","Kennesaw State","2026","pitching","all","Strike%","72.5%","4"
"Cade Smith","Texas State","2026","pitching","all","Strike%","72.3%","5"
"Michael Sharman","Clemson","2026","pitching","all","Strike%","72.3%","5"
"Jaxon Shineflew","South Alabama","2026","pitching","all","Strike%","72.2%","7"
"Mikiah Negrete","Cal State Fullerton","2026","pitching","all","Strike%","72.0%","8"
"Tyler Foster","UC Irvine","2026","pitching","all","Strike%","71.7%","9"
"Matthew Matthijs","North Carolina","2026","pitching","all","Strike%","71.6%","10"
"EJ Garcia","Incarnate Word","2026","pitching","all","Strike%","71.5%","11"
"Josh Barnhouse","New Mexico","2026","pitching","all","Strike%","71.3%","12"
"Jackson Kranawetter","Southeast Missouri","2026","pitching","all","Strike%","71.2%","13"
"Michael Gillen","UCF","2026","pitching","all","Strike%","71.1%","14"
"Andrew Rudd","California Baptist","2026","pitching","all","Strike%","71.1%","14"
"Devin Costa","Morehead State","2026","pitching","all","Strike%","70.9%","16"
"Troy Benko","Miami (OH)","2026","pitching","all","Strike%","70.9%","16"
"Raymond Olivas","UC Santa Barbara","2026","pitching","all","Strike%","70.8%","18"
"Ryan Hetzler","Auburn","2026","pitching","all","Strike%","70.6%","19"
"Justin Gay","Richmond","2026","pitching","all","Strike%","70.6%","19"
"Ty Brachbill","High Point","2026","pitching","all","Strike%","70.6%","19"
"Cade Townsend","Ole Miss","2026","pitching","all","Strike%","70.5%","22"
"Kyle Powers","Jacksonville","2026","pitching","all","Strike%","70.5%","22"
"Collin Clarke","Oregon","2026","pitching","all","Strike%","70.5%","22"
"Owen Kramkowski","Arizona","2026","pitching","all","Strike%","70.3%","25"
"Justin Gay","Richmond","2026","pitching","fastball","Strike%","80.3%","1"
"Drew Ferguson","Louisiana Tech","2026","pitching","fastball","Strike%","80.3%","1"
"Jaden Winter","Charlotte","2026","pitching","fastball","Strike%","79.8%","3"
"Caleb Hughes","Mercer","2026","pitching","fastball","Strike%","78.9%","4"
"Brady Dockan","Cal State Fullerton","2026","pitching","fastball","Strike%","78.9%","4"
"Bo Rhudy","Tennessee","2026","pitching","fastball","Strike%","78.3%","6"
"Eddie White","Southeast Missouri","2026","pitching","fastball","Strike%","78.2%","7"
"Jackson Kranawetter","Southeast Missouri","2026","pitching","fastball","Strike%","77.8%","8"
"Jaxon Shineflew","South Alabama","2026","pitching","fastball","Strike%","77.3%","9"
"Austin Nye","Vanderbilt","2026","pitching","fastball","Strike%","77.1%","10"
"Eli Thurmond","Notre Dame","2026","pitching","fastball","Strike%","77.0%","11"
"Chris McCormack","Evansville","2026","pitching","fastball","Strike%","77.0%","11"
"Alec Beversdorf","Texas State","2026","pitching","fastball","Strike%","76.8%","13"
"Kenton Deverman","Evansville","2026","pitching","fastball","Strike%","76.8%","13"
"Jaxon Lloyd","Longwood","2026","pitching","fastball","Strike%","76.7%","15"
"Drew Nelson","Troy","2026","pitching","fastball","Strike%","76.7%","15"
"Josh Barnhouse","New Mexico","2026","pitching","fastball","Strike%","76.3%","17"
"Jake Lankie","Georgia Tech","2026","pitching","fastball","Strike%","76.1%","18"
"Brian Garmon II","South Alabama","2026","pitching","fastball","Strike%","75.9%","19"
"Connor Lockwood","Valparaiso","2026","pitching","fastball","Strike%","75.9%","19"
"Cooper Clark","Campbell","2026","pitching","fastball","Strike%","75.6%","21"
"James DeCremer","Arkansas","2026","pitching","fastball","Strike%","75.4%","22"
"Matt Hudson","UC Riverside","2026","pitching","fastball","Strike%","75.4%","22"
"Luc Fladda","Arizona","2026","pitching","fastball","Strike%","75.2%","24"
"Bryan Matuschat","Sacred Heart","2026","pitching","fastball","Strike%","75.2%","24"
"Andres Castro","Nevada","2026","pitching","slider","Strike%","81.3%","1"
"Andrew Luczak","Pittsburgh","2026","pitching","slider","Strike%","79.5%","2"
"Ryan Hetzler","Auburn","2026","pitching","slider","Strike%","79.2%","3"
"Gabe LeBlanc","Stephen F. Austin","2026","pitching","slider","Strike%","79.0%","4"
"Conner Frail","College of Charleston","2026","pitching","slider","Strike%","78.6%","5"
"Tyler Foster","UC Irvine","2026","pitching","slider","Strike%","78.6%","5"
"Kellen Davis","Old Dominion","2026","pitching","slider","Strike%","78.4%","7"
"Jaron Bleeker","Iowa","2026","pitching","slider","Strike%","78.1%","8"
"Andrew Rudd","California Baptist","2026","pitching","slider","Strike%","78.0%","9"
"Dimitri Angelakos","Georgia Tech","2026","pitching","slider","Strike%","77.8%","10"
"Trevor Moore","Stanford","2026","pitching","slider","Strike%","77.4%","11"
"Collin Clarke","Oregon","2026","pitching","slider","Strike%","77.1%","12"
