64 Rk - wRCE,Year,Name,School,Position,Classification,G,AVG,OBP,SLG,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,SO,CS,PO,SB,IBB,PA
"1183","2026","Diesel Toth","California Baptist","LF","Fr","28","0.269","0.395","0.376","23","93","25","5","1","35","1","13","15","5","1","0","12","1","1","3","0","114"
"1184","2026","Ryan Franden","Sam Houston","DH","Jr","18","0.338","0.408","0.588","12","68","23","3","1","40","4","19","7","1","0","0","10","1","0","1","0","76"
"1185","2026","Trace Mazon III","Coastal Carolina","DH","Jr","21","0.386","0.420","0.651","20","83","32","8","1","54","4","22","4","1","0","1","12","1","0","5","0","89"
"1186","2026","Gavin Balius","Ball St.","CF","Sr","30","0.351","0.434","0.405","32","111","39","4","1","45","0","9","11","6","1","0","13","1","0","22","0","129"
"1187","2026","Luke Boykin","Samford","LF","Jr","28","0.266","0.299","0.514","20","109","29","4","1","56","7","29","5","1","2","0","26","0","0","1","0","117"
"1188","2026","Ty Fredo","Mount St. Mary's","3B","Jr","20","0.319","0.468","0.580","19","69","22","2","2","40","4","21","19","3","3","1","14","2","1","11","0","95"
"1189","2026","Michael Farina","Illinois","2B","Jr","29","0.273","0.411","0.373","22","110","30","8","0","41","1","11","17","11","3","2","17","1","0","6","0","143"
"1190","2026","Tervell Johnson","Alabama A&M","2B","Sr","31","0.261","0.403","0.467","14","92","24","5","1","43","4","27","20","4","3","0","25","3","0","0","0","119"
"1191","2026","Jack Basseer","Southern California","RF","Jr","23","0.296","0.405","0.592","19","71","21","4","1","42","5","14","7","6","0","1","14","0","0","0","1","85"
"1192","2026","Cort MacDonald","Stanford","LF","Sr","18","0.349","0.404","0.605","7","43","15","5","0","26","2","6","3","1","0","1","9","0","0","0","0","48"
"1193","2026","Tyler Albright","Duke","LF","Sr","33","0.243","0.464","0.330","25","103","25","6","0","34","1","22","38","7","3","1","37","5","6","18","1","152"
"1194","2026","Jon LeGrande","St. John's (NY)","CF","Sr","29","0.292","0.377","0.417","21","120","35","6","0","50","3","22","11","6","1","2","18","6","1","13","0","140"
"1195","2026","Cameron Kim","Cal St. Fullerton","SS","Jr","28","0.280","0.325","0.432","14","118","33","15","0","51","1","14","7","1","0","2","15","1","1","1","0","128"
"1196","2026","Josh Outlaw","Illinois St.","RF","Sr","27","0.316","0.422","0.447","13","76","24","6","2","34","0","11","9","5","0","1","13","0","0","7","0","91"
"1197","2026","Paul Vazquez","Oregon St.","3B","So","24","0.293","0.369","0.467","11","92","27","4","0","43","4","15","5","6","0","1","31","0","0","0","0","104"
"1198","2026","Luke Vaughn","Alabama","1B","Jr","31","0.213","0.382","0.436","23","94","20","6","0","41","5","21","20","7","2","1","22","0","0","0","0","124"
"1199","2026","Vincent Davis","Delaware","RF","Jr","31","0.286","0.366","0.504","18","119","34","6","1","60","6","26","11","4","0","0","34","2","0","1","0","134"
"1200","2026","Jonathan Fitz","Xavier","C","Jr","28","0.271","0.381","0.406","10","96","26","7","0","39","2","14","13","4","0","1","14","0","0","0","0","114"
"1201","2026","Caleb Cotton","Sam Houston","LF","Jr","30","0.296","0.362","0.391","19","115","34","6","1","45","1","14","11","2","2","0","32","4","2","10","0","130"
"1202","2026","Logan Chapman","Campbell","SS","Jr","27","0.292","0.367","0.458","27","96","28","5","1","44","3","12","7","5","1","5","13","0","1","9","0","114"
"1203","2026","Daniel Gierer","SIUE","CF","Jr","31","0.253","0.336","0.394","21","99","25","6","1","39","2","13","9","4","1","6","22","1","0","10","0","119"
"1204","2026","Tyler Bell","Kentucky","DH","So","16","0.340","0.587","0.574","22","47","16","2","0","27","3","15","20","8","0","0","13","2","0","7","1","75"
"1205","2026","Kaleb Duncan","Wichita St.","CF","Sr","33","0.265","0.402","0.392","28","102","27","7","0","40","2","16","14","10","1","3","26","1","2","5","0","130"
"1206","2026","Gabe Natividad","Winthrop","2B","Jr","28","0.327","0.471","0.467","31","107","35","5","2","50","2","19","11","19","1","1","12","2","0","6","0","139"
"1207","2026","Brady Gold","Wofford","SS","Fr","21","0.315","0.422","0.556","13","54","17","2","1","30","3","10","9","1","0","3","8","1","1","4","0","67"
"1208","2026","Tristan Salinas","Rutgers","LF","So","24","0.291","0.385","0.506","12","79","23","5","0","40","4","12","10","2","0","0","19","0","1","2","0","91"
"1209","2026","JD Stein","Wake Forest","SS","Fr","30","0.229","0.347","0.354","20","96","22","6","0","34","2","23","13","7","5","2","18","1","0","6","0","123"
"1210","2026","Charles Ashe III","Grambling","3B","Fr","24","0.388","0.427","0.763","19","80","31","4","1","61","8","33","6","1","2","2","21","0","0","1","0","91"
"1211","2026","Junho Son","Radford","3B","Jr","26","0.322","0.445","0.467","24","90","29","10","0","42","1","12","16","4","0","2","9","3","0","1","0","112"
"1212","2026","Cooper Combs","Oral Roberts","LF","Sr","29","0.257","0.372","0.410","17","105","27","4","0","43","4","15","16","5","3","1","28","0","1","1","1","130"
"1213","2026","Cam Hill","Ohio","RF","Sr","26","0.277","0.367","0.458","18","83","23","6","0","38","3","16","9","4","2","0","27","3","1","4","0","98"
"1214","2026","Mitch Wood","Iowa","DH","Sr","24","0.341","0.492","0.659","13","44","15","2","0","29","4","17","15","0","2","0","14","0","0","0","0","61"
"1215","2026","Javier Crespo","UCF","3B","Sr","27","0.286","0.391","0.418","17","91","26","6","0","38","2","14","11","6","2","1","14","0","0","0","0","111"
"1216","2026","Hunter Warren","Wright St.","2B","So","28","0.340","0.429","0.500","20","106","36","5","0","53","4","18","14","4","2","0","12","2","0","3","0","126"
"1217","2026","Peyton Woods","Southeastern La.","RF","Jr","28","0.346","0.439","0.519","19","81","28","5","0","42","3","14","9","6","2","1","20","0","0","0","1","99"
"1218","2026","Trevor Goldenetz","Long Beach St.","CF","Fr","30","0.369","0.486","0.405","25","111","41","2","1","45","0","12","20","7","2","5","16","5","0","10","0","145"
"1219","2026","Junhyuk Kwon","Nevada","2B","Sr","22","0.291","0.382","0.570","18","86","25","6","0","49","6","22","10","4","2","0","27","0","0","0","0","102"
"1220","2026","Will Jesske","Nebraska","LF","Jr","14","0.333","0.409","0.667","7","39","13","4","0","26","3","11","2","3","0","0","4","0","0","0","0","44"
"1221","2026","Danny Orr","UMBC","RF","So","26","0.295","0.364","0.486","24","105","31","10","2","51","2","28","8","5","3","0","14","0","0","1","0","121"
"1222","2026","Alex Mendes","Mount St. Mary's","2B","Sr","26","0.323","0.443","0.505","23","99","32","4","1","50","4","25","12","10","1","3","14","0","0","16","1","125"
"1223","2026","Jake Koonin","Princeton","RF","Sr","26","0.247","0.370","0.393","13","89","22","4","0","35","3","12","12","6","1","0","16","1","0","6","0","108"
"1224","2026","Adam Haight","Oregon St.","LF","So","26","0.263","0.386","0.389","19","95","25","6","0","37","2","11","12","7","0","3","29","4","1","4","0","117"
"1225","2026","Kuhio Aloy","Arkansas","RF","Jr","28","0.257","0.304","0.438","18","105","27","4","0","46","5","25","5","2","0","0","27","0","0","4","0","112"
"1226","2026","AJ Solomon","Georgetown","2B","Sr","32","0.248","0.443","0.356","28","101","25","4","2","36","1","17","33","4","2","3","27","0","1","4","0","143"
"1227","2026","Ryan Lopetegui","Southeast Mo. St.","RF","Jr","27","0.308","0.392","0.452","26","104","32","6","0","47","3","26","11","4","1","0","21","2","0","7","0","120"
"1228","2026","Trae Cassidy","Memphis","C","Jr","27","0.281","0.400","0.371","15","89","25","5","0","33","1","15","17","2","2","0","21","2","0","3","1","110"
"1229","2026","Cody Nitowitz","Portland","LF","So","29","0.307","0.426","0.398","17","88","27","4","2","35","0","10","19","0","1","0","11","1","0","6","0","108"
"1230","2026","Dominic Cadiz","UCLA","DH","Fr","22","0.300","0.403","0.483","12","60","18","5","0","29","2","14","8","3","1","0","11","0","0","0","0","72"
"1231","2026","Landon Smelser","Tennessee Tech","CF","So","31","0.252","0.293","0.415","20","123","31","3","1","51","5","18","8","0","2","0","22","0","1","1","0","133"
"1232","2026","Kai Holm","Lipscomb","SS","Sr","28","0.314","0.417","0.382","17","102","32","5","1","39","0","13","14","4","0","2","15","3","1","7","1","122"
"1233","2026","Miles Jackson","Alabama A&M","LF","Sr","31","0.380","0.496","0.509","19","108","41","7","2","55","1","19","18","9","2","4","10","1","0","7","1","141"
"1234","2026","Blake Barthol","Coastal Carolina","2B","Sr","31","0.263","0.379","0.333","23","114","30","5","0","38","1","23","15","8","3","10","37","1","0","8","0","150"
"1235","2026","Keldrin Rodriguez","Towson","RF","Jr","26","0.284","0.381","0.463","21","95","27","6","1","44","3","17","13","3","2","2","22","1","0","5","0","115"
"1236","2026","Jacob Green","South Fla.","RF","Sr","31","0.319","0.382","0.473","16","91","29","5","3","43","1","19","6","4","1","0","17","0","1","5","0","102"
"1237","2026","Jared Mettam","Saint Mary's (CA)","SS","Sr","27","0.340","0.393","0.423","8","97","33","2","0","41","2","17","6","3","1","1","13","2","1","3","0","108"
"1238","2026","Ridge Erickson","BYU","C","So","21","0.207","0.299","0.414","9","58","12","3","0","24","3","9","2","6","1","0","16","0","0","0","0","67"
"1239","2026","Teddy Cashman","Lafayette","DH","Jr","19","0.245","0.298","0.453","8","53","13","2","0","24","3","8","3","1","0","2","30","1","0","2","0","59"
"1240","2026","Cameron Sewell","Sacramento St.","2B","Jr","28","0.264","0.366","0.414","14","87","23","7","0","36","2","13","5","9","0","2","25","2","1","4","0","103"
"1241","2026","Gage Hoover","Western Ill.","LF","Jr","26","0.302","0.378","0.354","16","96","29","2","0","34","1","15","12","1","2","2","21","0","0","3","0","113"
"1242","2026","Eli Anderson","Purdue","LF","Sr","30","0.340","0.405","0.408","21","103","35","5","1","42","0","15","10","2","1","1","13","4","3","11","0","117"
"1243","2026","Jason Janesko","Saint Joseph's","RF","Jr","30","0.274","0.363","0.427","26","117","32","4","1","50","4","20","12","5","1","0","40","0","1","9","0","135"
"1244","2026","Nicholas Solorzano","UMass Lowell","C","Sr","23","0.282","0.400","0.474","7","78","22","3","0","37","4","15","12","4","1","1","13","1","0","0","0","96"
"1245","2026","Chazz Grossington","Winthrop","SS","Jr","31","0.300","0.336","0.440","15","100","30","5","0","44","3","18","3","3","1","4","20","0","0","2","0","111"
"1246","2026","Ty Kaunas","Maryland","SS","Fr","30","0.285","0.388","0.398","20","123","35","8","0","49","2","26","21","1","2","1","31","0","0","2","0","148"
"1247","2026","Patrick Ward","Fla. Atlantic","1B","Sr","28","0.274","0.361","0.393","15","84","23","4","0","33","2","13","11","1","1","0","10","0","0","0","0","97"
"1248","2026","Cordell Coburn","Western Ill.","DH","Sr","20","0.310","0.414","0.448","8","58","18","5","0","26","1","17","9","2","1","3","24","1","0","0","0","73"
"1249","2026","Joey Milto","Central Mich.","LF","Sr","23","0.258","0.345","0.454","16","97","25","7","0","44","4","14","11","2","0","0","24","1","1","7","0","110"
"1250","2026","Landon Boyd","Air Force","3B","Sr","22","0.278","0.381","0.556","17","72","20","3","1","40","5","16","11","1","0","2","27","2","1","6","0","86"
"1251","2026","Hutson Miles","Lipscomb","CF","Jr","28","0.316","0.382","0.449","29","98","31","9","2","44","0","9","8","3","1","3","22","1","1","8","0","113"
"1252","2026","Gavin Degnan","Penn","RF","Jr","23","0.284","0.327","0.523","19","88","25","7","1","46","4","22","5","2","3","1","25","2","0","5","0","99"
"1253","2026","Reece Moody","James Madison","2B","So","30","0.286","0.386","0.419","22","105","30","4","2","44","2","20","12","7","3","6","12","1","1","18","2","133"
"1254","2026","Jhett Creel","SFA","DH","Jr","32","0.327","0.479","0.445","29","110","36","7","0","49","2","18","31","3","2","0","16","0","0","2","1","146"
"1255","2026","Drey Barrett","Southern Miss.","3B","So","32","0.244","0.333","0.361","20","119","29","8","0","43","2","15","16","1","2","0","28","0","0","0","0","138"
"1256","2026","Tyler Fetterman","ETSU","DH","So","21","0.295","0.423","0.492","20","61","18","9","0","30","1","17","13","2","2","0","13","0","0","0","0","78"
"1257","2026","Brody Langlotz","Belmont","RF","So","29","0.256","0.333","0.360","12","86","22","3","0","31","2","10","9","1","0","0","16","1","0","2","0","96"
"1258","2026","Jose Lopez","Grand Canyon","3B","Fr","17","0.268","0.317","0.518","6","56","15","3","1","29","3","10","3","1","0","0","12","0","0","3","1","60"
"1259","2026","JP Acosta","Western Ky.","3B","Jr","31","0.245","0.331","0.309","9","110","27","7","0","34","0","12","11","3","0","4","18","2","1","4","1","128"
"1260","2026","Rustan Rigdon","Vanderbilt","2B","So","29","0.238","0.357","0.381","24","105","25","2","2","40","3","13","18","2","1","1","27","2","1","7","0","127"
"1261","2026","Lorenzo Camilleri","NJIT","1B","Fr","23","0.338","0.471","0.574","9","68","23","5","1","39","3","16","15","3","1","0","13","0","0","0","1","87"
"1262","2026","Ryan Henschel","Rhode Island","CF","Sr","25","0.275","0.390","0.551","14","69","19","5","1","38","4","17","12","1","0","4","15","0","0","1","0","86"
"1263","2026","Antonio Perrotta","Virginia","DH","Jr","22","0.370","0.517","0.630","7","46","17","3","0","29","3","17","9","5","0","0","6","0","0","0","0","60"
"1264","2026","Kyle Pollack","Marist","1B","Sr","24","0.338","0.449","0.525","15","80","27","7","1","42","2","21","16","1","1","1","25","2","0","0","0","99"
"1265","2026","Cade Patterson","Louisiana Tech","RF","So","33","0.212","0.370","0.345","23","113","24","3","0","39","4","31","28","2","3","2","28","1","0","5","0","148"
"1266","2026","Carter Jenkins","Nicholls","3B","Sr","30","0.290","0.387","0.439","24","107","31","10","0","47","2","14","11","6","0","1","19","0","1","1","0","125"
"1267","2026","Jayden Garrison","San Francisco","CF","Fr","26","0.211","0.339","0.379","17","95","20","7","0","36","3","12","16","3","1","1","36","0","0","3","0","116"
"1268","2026","Eli Hudgins","Radford","CF","So","25","0.337","0.414","0.500","14","98","33","13","0","49","1","8","7","6","0","0","17","1","2","4","0","111"
"1269","2026","Marcus Harrison","Northern Ky.","2B","Sr","28","0.323","0.451","0.404","21","99","32","5","0","40","1","20","18","5","0","0","27","2","1","5","0","122"
"1270","2026","Zach Wieder","Ark.-Pine Bluff","SS","Sr","34","0.328","0.395","0.464","25","125","41","7","2","58","2","29","13","4","5","3","15","1","0","2","0","150"
"1271","2026","Drake Anderson","UIW","2B","Sr","31","0.302","0.446","0.453","22","106","32","4","0","48","4","22","21","9","3","2","23","4","2","4","0","141"
"1272","2026","Caleb Danzeisen","Arizona","RF","Fr","25","0.265","0.435","0.398","18","83","22","4","2","33","1","8","24","1","0","0","21","0","0","3","1","108"
"1273","2026","Alex LaCoste","Col. of Charleston","DH","So","23","0.320","0.400","0.560","12","75","24","3","0","42","5","15","8","2","0","0","18","0","0","4","0","85"
"1274","2026","Jakob Bullard","Northern Colo.","1B","","32","0.219","0.355","0.333","16","114","25","7","0","38","2","11","19","5","0","2","44","0","0","2","1","140"
"1275","2026","Rett Johnson","South Alabama","LF","Jr","32","0.255","0.325","0.343","16","102","26","6","0","35","1","20","9","3","3","7","36","3","1","5","0","124"
"1276","2026","Garrett Michel","Arizona St.","DH","Sr","28","0.318","0.434","0.518","18","85","27","11","0","44","2","18","15","4","2","0","19","1","1","0","2","106"
"1277","2026","Owen Bond","St. Thomas (MN)","RF","Jr","24","0.361","0.460","0.506","14","83","30","2","2","42","2","15","13","3","1","0","21","0","1","3","0","100"
"1278","2026","Charlie Walsh","George Washington","2B","So","25","0.301","0.381","0.505","18","93","28","8","1","47","3","18","9","3","0","2","21","1","0","1","0","107"
"1279","2026","Zack Horky","Bowling Green","RF","Sr","25","0.253","0.310","0.473","17","91","23","4","2","43","4","17","6","2","1","0","38","4","0","5","0","100"
"1280","2026","Konner Giddley","Ark.-Pine Bluff","2B","Jr","33","0.312","0.437","0.431","24","109","34","6","2","47","1","17","18","7","1","4","19","0","0","2","0","139"
"1281","2026","Luke Luskey","South Dakota St.","DH","Jr","27","0.267","0.413","0.475","20","101","27","4","1","48","5","22","15","10","0","0","24","0","0","0","0","126"
"1282","2026","Thomas Meluskey","New Mexico St.","RF","So","26","0.247","0.386","0.395","15","81","20","2","2","32","2","12","17","2","1","0","20","3","0","7","2","101"
"1283","2026","Noah Sorensen","LIU","3B","Jr","21","0.349","0.471","0.542","26","83","29","7","0","45","3","15","16","3","0","1","11","2","1","5","0","103"
"1284","2026","Campbell Smithwick","Oklahoma St.","C","Jr","27","0.253","0.411","0.414","19","87","22","5","0","36","3","16","17","7","1","1","17","1","0","4","0","113"
